id,title,franchise,release_year,genres,vote_average,vote_count,director,top_actors,keywords
3365,21 Grams,,2003,"Crime, Drama, Thriller",7.2,943,Alejandro González Iñárritu,"Sean Penn, Naomi Watts, Benicio del Toro","life and death, suicide attempt, desperation, loss of family, ex-detainee"
3366,The Barbarian Invasions,,2003,"Comedy, Crime, Drama",6.7,80,Denys Arcand,"Rémy Girard, Stéphane Rousseau, Marie-Josée Croze","father son relationship, professor, dying and death, cancer, money"
3367,Bad Santa,Bad Santa,2003,"Comedy, Crime, Drama",6.4,666,Terry Zwigoff,"Billy Bob Thornton, Tony Cox, Brett Kelly","holiday, elves, christmas party, department store, christmas eve"
3368,The Haunted Mansion,,2003,"Comedy, Family, Fantasy, Mystery, Thriller",5.1,481,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker","magic, haunted house, family vacation, ghost, aftercreditsstinger"
3369,Timeline,,2003,"Action, Adventure, Science Fiction",5.4,324,Richard Donner,"Paul Walker, Frances O'Connor, Gerard Butler","professor, time travel, knight"
3370,Damage,,1992,"Drama, Romance",6.7,76,Louis Malle,"Jeremy Irons, Juliette Binoche, Miranda Richardson","father son relationship, loss of brother, brother sister relationship, longing, politician"
3371,Darkman,Darkman,1990,"Action, Crime, Science Fiction",6.2,304,Sam Raimi,"Liam Neeson, Frances McDormand, Colin Friels","corruption, experiment, mask, gangster boss, los angeles"
3372,Dead of Night,,1945,"Comedy, Horror, Mystery, Thriller",6.8,46,Alberto Cavalcanti,"Mervyn Johns, Roland Culver, Mary Merrall","dream, nightmare, insanity, anthology, suspense"
3373,Europa,Europa Trilogy,1991,"Drama, Thriller",7.3,71,Lars von Trier,"Jean-Marc Barr, Barbara Sukowa, Udo Kier","in love with enemy, world war ii, hypnosis, travel"
3374,Final Analysis,,1992,"Drama, Romance, Thriller",5.4,61,Phil Joanou,"Richard Gere, Kim Basinger, Uma Thurman","sex, infidelity, sister, murder, arson"
3375,The Freshman,,1990,"Comedy, Crime",6.4,69,Andrew Bergman,"Marlon Brando, Matthew Broderick, Bruno Kirby","affection, spoof, dinner"
3376,Funny Games,,1997,"Drama, Horror, Thriller",7.3,385,Michael Haneke,"Ulrich Mühe, Susanne Lothar, Arno Frisch","sadism, hostage-taking, serial killer"
3377,Tales from the Crypt,Tales from the Crypt,1972,Horror,7.2,52,Freddie Francis,"Joan Collins, Peter Cushing, Roy Dotrice","santa claus, wish, immortality, supernatural, anthology"
3378,New Jack City,,1991,"Crime, Drama, Thriller",6.3,134,Mario Van Peebles,"Wesley Snipes, Ice-T, Allen Payne","drug dealer, undercover agent, cops"
3379,Slacker,,1990,Comedy,6.4,79,Richard Linklater,"Richard Linklater, Mark James, Jerry Delony","moon, philosophy, burglar, texas, dream"
3380,WarGames,WarGames,1983,"Science Fiction, Thriller",7.0,517,John Badham,"Matthew Broderick, Dabney Coleman, Ally Sheedy","video game, artificial intelligence, fbi, cold war, hacker"
3381,Ordet,,1955,Drama,7.8,66,Carl Theodor Dreyer,"Birgitte Federspiel, Henrik Malberg, Emil Hass Christensen","faith, independent film, religion"
3382,Forbidden Games,,1952,"Drama, History",7.8,68,René Clément,"Brigitte Fossey, Georges Poujouly, Amédée","france, world war ii, funeral, death"
3383,The Passion of Joan of Arc,,1928,"Drama, History",8.2,159,Carl Theodor Dreyer,"Maria Falconetti, Eugene Silvain, André Berley","judge, court case, suffering, religion, trial"
3384,The Cabinet of Dr. Caligari,,1920,"Crime, Drama, Horror, Thriller",7.7,279,Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Fehér","insane asylum, silent film"
3385,Broken Blossoms,,1919,"Drama, Romance",6.9,41,D.W. Griffith,"Lillian Gish, Richard Barthelmess, Donald Crisp","london england, suicide, china, boxer, murder"
3386,Gorky Park,,1983,"Crime, Drama, Thriller",6.4,62,Michael Apted,"William Hurt, Lee Marvin, Brian Dennehy","cold war, kgb, politician, suspense"
3387,The First Great Train Robbery,,1979,"Adventure, Crime, Drama, Thriller",6.6,74,Michael Crichton,"Sean Connery, Donald Sutherland, Lesley-Anne Down",
3388,"Greystoke: The Legend of Tarzan, Lord of the Apes",,1984,"Action, Adventure, Drama, Romance",6.0,111,Hugh Hudson,"Christopher Lambert, Andie MacDowell, Ralph Richardson","england, baby, shipwreck, stranded, monkey"
3389,Guarding Tess,,1994,"Comedy, Drama, Thriller",5.9,86,Hugh Wilson,"Nicolas Cage, Shirley MacLaine, Austin Pendleton","bodyguard, celebrity, security guard"
3390,Hannah and Her Sisters,,1986,"Comedy, Drama",7.6,224,Woody Allen,"Woody Allen, Michael Caine, Mia Farrow","thanksgiving, singing, new york city, relationship, art"
3391,The Hard Way,,1991,"Action, Comedy, Crime",6.1,116,John Badham,"Michael J. Fox, James Woods, Stephen Lang","dual identity, identity, undercover agent"
3392,Highlander II: The Quickening,Highlander,1991,"Action, Fantasy, Science Fiction",4.5,213,Russell Mulcahy,"Christopher Lambert, Sean Connery, Virginia Madsen","new york, scotland, immortality"
3393,Hoffa,,1992,"Crime, History",6.1,84,Danny DeVito,"Jack Nicholson, Danny DeVito, Armand Assante","power, gangster"
3394,Housesitter,,1992,"Comedy, Romance",5.6,111,Frank Oz,"Steve Martin, Goldie Hawn, Dana Delany","lie, architect, false identity, family"
3395,Hudson Hawk,,1991,"Action, Adventure, Comedy",5.4,275,Michael Lehmann,"Bruce Willis, Danny Aiello, Andie MacDowell","vatican, painting"
3396,Invasion of the Body Snatchers,,1978,"Horror, Mystery, Science Fiction, Thriller",7.1,231,Philip Kaufman,"Donald Sutherland, Brooke Adams, Leonard Nimoy","taxi, san francisco, 1970s, remake, alien"
3397,Kindergarten Cop,Kindergarten Cop,1990,Comedy,5.8,643,Ivan Reitman,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed","crime fighter, cook, drug dealer, dying and death, kiss"
3398,King Ralph,,1991,"Comedy, Family",5.3,88,David S. Ward,"John Goodman, Peter O'Toole, John Hurt","love at first sight, love of one's life, kingdom, lovers, kiss"
3399,Knight Moves,,1992,"Mystery, Thriller",5.7,47,Carl Schenkel,"Christopher Lambert, Diane Lane, Tom Skerritt","chess, suspense"
3400,The Last Boy Scout,,1991,"Action, Thriller",6.5,502,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field","bomb, corruption, assassin, sniper, anti hero"
3401,Last Tango in Paris,,1972,"Drama, Romance",7.1,240,Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Jean-Pierre Léaud","paris, sex, nudity, business man, love"
3402,Lorenzo's Oil,,1992,Drama,6.6,108,George Miller,"Susan Sarandon, Nick Nolte, Peter Ustinov","parent child relationship, medicine, loss of child, dying and death"
3403,The Lover,,1992,"Drama, Romance",6.5,100,Jean-Jacques Annaud,"Jane March, Tony Leung Ka-Fai, Frédérique Meininger","male nudity, female nudity, prostitute, sex, based on novel"
3404,Matador,,1986,"Drama, Thriller",6.7,43,Pedro Almodóvar,"Assumpta Serna, Antonio Banderas, Nacho Martínez","angel, rape, drowning, sadomasochism"
3405,Mr. Destiny,,1990,"Comedy, Fantasy, Romance, Science Fiction",6.1,60,James Orr,"Jim Belushi, Michael Caine, Linda Hamilton",wish
3406,The Night of the Hunter,,1955,"Crime, Thriller",7.9,335,Charles Laughton,"Robert Mitchum, Shelley Winters, Billy Chapin","prison, murder, children, money, theft"
3407,Nowhere to Run,,1993,"Action, Adventure, Drama, Thriller",5.5,120,Robert Harmon,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin","prisoner, fight, liberation"
3408,Only the Lonely,,1991,"Comedy, Romance",6.2,40,Chris Columbus,"John Candy, Maureen O'Hara, Ally Sheedy","jealousy, falling in love"
3409,Over the Top,,1987,"Action, Drama",5.7,331,Menahem Golan,"Sylvester Stallone, Robert Loggia, Rick Zumwalt",sport
3410,Passenger 57,,1992,"Action, Adventure, Thriller",5.6,264,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore","airport, florida, fbi, hijacking, ex-cop"
3411,Presumed Innocent,,1990,"Crime, Drama, Mystery, Thriller",6.6,155,Alan J. Pakula,"Harrison Ford, Brian Dennehy, Raúl Juliá","loss of lover, lover (female), investigation, lawyer, courtroom"
3412,Project X,,1987,Drama,6.2,77,Jonathan Kaplan,"Matthew Broderick, Helen Hunt, Willie",
3413,Battle Royale,Battle Royale,2000,"Adventure, Drama, Thriller",7.3,992,Kinji Fukasaku,"Takeshi Kitano, Tsuyako Kinoshita, Eri Ishikawa","island, television, survivor, soldier, battle"
3414,The Wedding Banquet,,1993,"Comedy, Drama, Romance",6.8,42,Ang Lee,"Kuei Ya-Lei, Sihung Lung, May Chin","gay, new york, father son relationship, wife husband relationship, coming out"
3415,"Salò, or the 120 Days of Sodom",,1975,"Drama, History, Horror, War",6.4,332,Pier Paolo Pasolini,"Paolo Bonacelli, Giorgio Cataldi, Umberto Paolo Quintavalle","italy, rape, fascism, nudity, sadism"
3416,Summer School,,1987,Comedy,6.3,68,Carl Reiner,"Mark Harmon, Kirstie Alley, Courtney Thorne-Smith","high school, misfit, teacher, school, teen movie"
3417,Silverado,,1985,"Action, Crime, Drama, Western",7.1,147,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner","sheriff, fight, horse, male friendship"
3418,Quick Change,,1990,"Comedy, Crime",6.3,75,Bill Murray,"Bill Murray, Geena Davis, Randy Quaid","new york city, bank robbery"
3419,Rabid,,1977,Horror,6.4,90,David Cronenberg,"Marilyn Chambers, Frank Moore, Joe Silver","nudity, vampire, murder, motorcycle, body horror"
3420,Radio Flyer,,1992,Drama,6.6,54,Richard Donner,"Elijah Wood, Lorraine Bracco, Adam Baldwin","step father, abuse"
3421,The Real McCoy,,1993,"Action, Crime, Drama, Thriller",5.8,42,Russell Mulcahy,"Kim Basinger, Val Kilmer, Terence Stamp","prison, bank robbery"
3422,Revenge,,1990,"Crime, Drama, Romance, Thriller",6.0,89,Tony Scott,"Kevin Costner, Anthony Quinn, Madeleine Stowe","mexico, revenge, suspense, betrayal"
3423,The Secret of My Success,,1987,Comedy,6.2,151,Herbert Ross,"Michael J. Fox, Helen Slater, Richard Jordan","dual identity, mistake in person, college, success, wealth"
3424,Show Me Love,,1998,"Comedy, Drama, Romance",7.1,134,Lukas Moodysson,"Alexandra Dahlström, Rebecka Liljeberg, Mathias Rust","sweden, small town, forbidden love, lesbian relationship, lesbian"
3425,Streets of Fire,,1984,"Action, Thriller",6.6,105,Walter Hill,"Michael Paré, Diane Lane, Rick Moranis","rescue, singer, motorcycle, motorcycle gang"
3426,Teen Wolf,Teen Wolf,1985,"Comedy, Fantasy, Romance",6.0,292,Rod Daniel,"Michael J. Fox, James Hampton, Susan Ursitti","trainer, training, supernatural powers, high school, werewolf"
3427,High Heels,,1991,"Comedy, Drama, Romance",7.2,66,Pedro Almodóvar,"Victoria Abril, Marisa Paredes, Miguel Bosé","madrid, cheating, singer, mother daughter relationship"
3428,Thunderheart,,1992,"Action, Adventure, Crime, Mystery, Thriller",6.0,68,Michael Apted,"Val Kilmer, Sam Shepard, Graham Greene","past, native american, fbi agent"
3429,To Live and Die in L.A.,,1985,"Action, Crime, Thriller",6.8,129,William Friedkin,"William Petersen, Willem Dafoe, John Pankow","hold-up robbery, cops, los angeles, secret service"
3430,Trapped in Paradise,,1994,"Action, Comedy",5.8,58,George Gallo,"Nicolas Cage, Jon Lovitz, Dana Carvey","holiday, bank robbery, christmas"
3431,Betty Blue,,1986,"Drama, Romance",7.5,88,Jean-Jacques Beineix,"Jean-Hugues Anglade, Béatrice Dalle, Gérard Darmon","self-destruction, kiss, femme fatale"
3432,Vivre Sa Vie,,1962,Drama,7.6,105,Jean-Luc Godard,"Anna Karina, Sady Rebbot, André S. Labarthe","paris, philosophy, prostitute, pimp, female protagonist"
3433,Wild at Heart,,1990,"Comedy, Crime, Thriller",7.0,341,David Lynch,"Nicolas Cage, Laura Dern, Willem Dafoe","prison, sex, witch, hotel room, texas"
3434,The Witches,,1990,"Adventure, Fantasy, Horror",6.7,224,Nicolas Roeg,"Anjelica Huston, Mai Zetterling, Jasen Fisher","witch, mouse"
3435,The Witches of Eastwick,,1987,"Comedy, Fantasy, Horror",6.2,334,George Miller,"Jack Nicholson, Cher, Susan Sarandon",witch
3436,Year of the Dragon,,1985,"Action, Crime, Drama, Thriller",6.5,70,Michael Cimino,"Mickey Rourke, John Lone, Ariane","heroin, drug smuggle, cop"
3437,Nothing to Lose,,1997,"Action, Adventure, Comedy",6.3,174,Steve Oedekerk,"Tim Robbins, Martin Lawrence, John C. McGinley","rap music, infidelity, loss, sociopath, revenge"
3438,What's New Pussycat?,,1965,"Comedy, Romance",6.0,40,Clive Donner,"Peter Sellers, Peter O'Toole, Romy Schneider","journalist, ladykiller"
3439,Swing Time,,1936,"Comedy, Romance",7.1,47,George Stevens,"Fred Astaire, Ginger Rogers, Victor Moore",musical
3440,The Public Enemy,,1931,"Action, Crime, Drama",7.3,77,William A. Wellman,"James Cagney, Jean Harlow, Edward Woods","best friend, gangster"
3441,Jesus Christ Superstar,,1973,"Drama, History",7.1,146,Norman Jewison,"Ted Neeley, Carl Anderson, Yvonne Elliman","dance, musical"
3442,Birdman of Alcatraz,,1962,Drama,7.0,71,John Frankenheimer,"Burt Lancaster, Karl Malden, Thelma Ritter","usa, prison, rebel, prisoner, bird"
3443,Aguirre: The Wrath of God,,1972,"Adventure, Drama, History",7.5,210,Werner Herzog,"Klaus Kinski, Helena Rojo, Del Negro","gold, adventure, amazon, insanity"
3444,Beauty and the Beast,,1946,"Drama, Fantasy, Romance",7.8,133,Jean Cocteau,"Jean Marais, Josette Day, Marcel André","underdog, monster, beauty, daughter"
3445,The Birth of a Nation,,1915,"Drama, History, War",6.4,109,D.W. Griffith,"Lillian Gish, Mae Marsh, Henry B. Walthall","southern usa, patriotism, army, silent film"
3446,Juliet of the Spirits,,1965,"Comedy, Drama, Fantasy",7.4,47,Federico Fellini,"Giulietta Masina, Sandra Milo, Mario Pisu","eccentric, memory, psychic"
3447,Last Year at Marienbad,,1961,"Drama, Romance",7.6,103,Alain Resnais,"Delphine Seyrig, Giorgio Albertazzi, Sacha Pitoëff","hotel, amnesia, mystery, extramarital affair"
3448,The Tragedy of Macbeth,,1971,"Drama, History, War",7.0,70,Roman Polanski,"Jon Finch, Francesca Annis, Martin Shaw","scotland, shakespeare, ambush, showdown, queen"
3449,Red River,,1948,Western,7.3,85,Howard Hawks,"John Wayne, Montgomery Clift, Joanne Dru","texas, dangerous, revenge"
3450,A Woman Under the Influence,,1974,"Drama, Romance",7.8,87,John Cassavetes,"Peter Falk, Gena Rowlands, Fred Draper",unfaithfulness
3451,Stagecoach,,1939,"Adventure, Western",7.6,216,John Ford,"Claire Trevor, John Wayne, Andy Devine","prostitute, marriage proposal, new mexico, arizona, fugitive"
3452,A Shot in the Dark,The Pink Panther (Original),1964,"Comedy, Crime",7.2,115,Blake Edwards,"Peter Sellers, Elke Sommer, George Sanders",suspicion of murder
3453,The Court Jester,,1955,"Action, Adventure, Comedy, Family",7.7,47,Melvin Frank,"Danny Kaye, Glynis Johns, Basil Rathbone","england, witch, sword, hypnosis"
3454,Bullitt,,1968,"Action, Crime, Drama, Thriller",7.0,273,Peter Yates,"Steve McQueen, Robert Vaughn, Jacqueline Bisset","san francisco, hotel, detective, based on novel, airport"
3455,"Play It Again, Sam",,1972,"Comedy, Drama, Romance",7.4,111,Herbert Ross,"Woody Allen, Diane Keaton, Tony Roberts","date, hallucination, dating, ghost"
3456,A Passage to India,,1984,"Adventure, Drama, History",6.8,69,David Lean,"Judy Davis, Alec Guinness, Peggy Ashcroft","doctor, india"
3457,Black Orpheus,,1959,"Drama, Fantasy, Romance",7.3,45,Marcel Camus,"Breno Mello, Marpessa Dawn, Marcel Camus","brazil, music"
3458,Amarcord,,1973,"Comedy, Drama",7.8,171,Federico Fellini,"Bruno Zanin, Armando Brancia, Pupella Maggio",surrealism
3459,Hero,,2002,"Action, Adventure, Drama, History",7.3,647,Zhang Yimou,"Jet Li, Tony Leung Chiu-Wai, Maggie Cheung","countryside, loss of lover, right and justice"
3460,Horse Feathers,,1932,"Comedy, Romance",6.6,40,Norman Z. McLeod,"Groucho Marx, Harpo Marx, Chico Marx","professor, college, widow, sport"
3461,The Front Page,,1974,"Comedy, Drama, Romance",6.9,69,Billy Wilder,"Jack Lemmon, Walter Matthau, Susan Sarandon","chicago, journalist, newspaper, marriage proposal, father-in-law"
3462,Nausicaä of the Valley of the Wind,,1984,"Adventure, Animation, Fantasy",7.7,808,Hayao Miyazaki,"Sumi Shimamoto, Ichirō Nagai, Gorō Naya","saving the world, future, airplane, post-apocalyptic, war"
3463,Doc Hollywood,,1991,"Comedy, Romance",5.9,154,Michael Caton-Jones,"Michael J. Fox, Julie Warner, Barnard Hughes","ambulance, new love, plastic surgery, hospital, doctor"
3464,Dragnet,,1987,"Action, Comedy, Crime",5.7,139,Tom Mankiewicz,"Dan Aykroyd, Tom Hanks, Christopher Plummer",
3465,1941,,1979,"Action, Comedy",5.6,145,Steven Spielberg,"Dan Aykroyd, Ned Beatty, John Belushi","submarine, california, world war ii, satire, los angeles"
3466,Foul Play,,1978,"Comedy, Mystery, Thriller",6.3,68,Colin Higgins,"Chevy Chase, Goldie Hawn, Burgess Meredith","detective, murder, conspiracy, church, catholic"
3467,Deep Red,,1975,"Horror, Mystery, Thriller",7.6,237,Dario Argento,"David Hemmings, Daria Nicolodi, Gabriele Lavia","murder, giallo, reporter, crime, psychic"
3468,Diabolique,,1955,"Drama, Horror, Thriller",7.9,198,Henri-Georges Clouzot,"Simone Signoret, Véra Clouzot, Paul Meurisse","terror, lover (female), planned murder, wife, swimming pool"
3469,Leprechaun,Leprechaun Collection (Original Series),1993,"Comedy, Horror, Thriller",5.1,120,Mark Jones,"Warwick Davis, Jennifer Aniston, Ken Olandt","daughter, murder"
3470,Adam's Rib,,1949,"Comedy, Drama, Romance",7.2,71,George Cukor,"Spencer Tracy, Katharine Hepburn, Judy Holliday","wife husband relationship, marriage, lawyer, singing, courtroom"
3471,Naked Lunch,,1991,"Crime, Drama",7.0,207,David Cronenberg,"Peter Weller, Judy Davis, Ian Holm","based on novel, hallucination, independent film, writer, illegal drugs"
3472,The Killing of a Chinese Bookie,,1976,"Crime, Drama, Thriller",7.1,40,John Cassavetes,"Ben Gazzara, Timothy Carey, Seymour Cassel","strip club, mobster"
3473,Things to Come,,1936,"Drama, Science Fiction",6.7,46,William Cameron Menzies,"Raymond Massey, Edward Chapman, Ralph Richardson","war, scientist, near future"
3474,A Night at the Opera,,1935,Comedy,7.6,109,Sam Wood,"Groucho Marx, Chico Marx, Harpo Marx",
3475,The Element of Crime,Europa Trilogy,1984,"Crime, Drama, Science Fiction, Thriller",6.7,47,Lars von Trier,"Michael Elphick, Esmond Knight, Me Me Lai","murder, suspense, independent film, police officer"
3476,Shoot the Piano Player,,1960,"Crime, Drama, Thriller",7.2,69,François Truffaut,"Charles Aznavour, Marie Dubois, Nicole Berger","organized crime, pianist, french noir"
3477,Stolen Kisses,The Adventures of Antoine Doinel,1968,"Comedy, Drama, Romance",7.4,59,François Truffaut,"Jean-Pierre Léaud, Claude Jade, Delphine Seyrig","individual, paris, shyness, adultery, hotel"
3478,The Cooler,,2003,"Drama, Romance",6.7,90,Wayne Kramer,"William H. Macy, Alec Baldwin, Maria Bello","casino, bad luck"
3479,In America,,2003,"Drama, Romance",6.9,97,Jim Sheridan,"Paddy Considine, Samantha Morton, Sarah Bolger",new york city
3480,Honey,Honey,2003,"Family, Romance",6.0,313,Bille Woodruff,"Jessica Alba, Mekhi Phifer, Joy Bryant","new york, dancing, hip-hop, dream, dance"
3481,The Last Samurai,,2003,"Action, Drama, History, War",7.3,1946,Edward Zwick,"Tom Cruise, Ken Watanabe, William Atherton","japan, war crimes, sense of guilt, swordplay, general"
3482,Big Fish,,2003,"Adventure, Drama, Fantasy",7.6,2064,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup","circus, father son relationship, witch, fish, fishing"
